SELLER INFO,SELLER TYPE,BHK,PRICE,Area in sqft,LOCATION,STATUS,PRICE PER SQ.FT
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,Residential Plot, 1.13 Cr,2700 ,Almasguda,ResaleNew/Resale,"4,211 / sq ft"
seller,OWNER,2 , 72 L,1550 ,Godumakunta,Ready to moveConstruction Status,"4,645 / sq ft"
seller,OWNER,2 , 80 L,1126 ,Kukatpally,Ready to moveConstruction Status,"7,104 / sq ft"
seller,OWNER,2 , 37 L,1020 ,Chandanagar,Under ConstructionConstruction Status,"3,627 / sq ft"
seller,OWNER,Residential Plot, 80 L,2925 ,Shamirpet,ResaleNew/Resale,"2,735 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 45 L,3285 ,Gollur,ResaleNew/Resale,"1,369 / sq ft"
seller,OWNER,Residential Plot, 20 L,2160 ,Kothur,ResaleNew/Resale,925 / sq ft
seller,OWNER,2 , 47.5 L,1125 ,Yapral,Under ConstructionConstruction Status,"4,222 / sq ft"
seller,OWNER,3 , 86 L,1515 ,Kondapur,Ready to moveConstruction Status,"5,676 / sq ft"
seller,OWNER,3 , 77.98 L,1654 ,Hayathnagar,Under ConstructionConstruction Status,"4,715 / sq ft"
seller,OWNER,3 , 92.5 L,1700 ,Kompally,Ready to moveConstruction Status,"5,441 / sq ft"
seller,OWNER,2 , 40 L,755 ,LB Nagar,Ready to moveConstruction Status,"5,298 / sq ft"
seller,OWNER,2 , 40 L,755 ,LB Nagar,Ready to moveConstruction Status,"5,298 / sq ft"
seller,OWNER,3 , 1.5 Cr,1800 ,Ameerpet,Ready to moveConstruction Status,"8,333 / sq ft"
seller,OWNER,2 , 40 L,755 ,LB Nagar,Ready to moveConstruction Status,"5,298 / sq ft"
seller,OWNER,3 , 1.5 Cr,1800 ,Ameerpet,Ready to moveConstruction Status,"8,333 / sq ft"
seller,OWNER,2 , 40 L,755 ,LB Nagar,Ready to moveConstruction Status,"5,298 / sq ft"
seller,OWNER,10 , 3.8 Cr,4735 ,Mehdipatnam,Ready to moveConstruction Status,"8,025 / sq ft"
seller,OWNER,2 , 57 L,1250 ,Nadergul,Ready to moveConstruction Status,"4,560 / sq ft"
seller,OWNER,2 , 57 L,1250 ,Nadergul,Ready to moveConstruction Status,"4,560 / sq ft"
seller,OWNER,2 , 57 L,1250 ,Nadergul,Ready to moveConstruction Status,"4,560 / sq ft"
seller,OWNER,Residential Plot, 36.5 L,1040 ,Chevella,ResaleNew/Resale,"3,509 / sq ft"
seller,OWNER,Residential Plot, 18.18 L,2727 ,Chevella,ResaleNew/Resale,666 / sq ft
seller,OWNER,Residential Plot, 18.18 L,2727 ,Chevella,ResaleNew/Resale,666 / sq ft
seller,OWNER,Residential Plot, 18.18 L,2727 ,Chevella,ResaleNew/Resale,666 / sq ft
seller,OWNER,Residential Plot, 18.18 L,2727 ,Chevella,ResaleNew/Resale,666 / sq ft
seller,OWNER,Residential Plot, 36.5 L,1040 ,Chevella,ResaleNew/Resale,"3,509 / sq ft"
seller,OWNER,Residential Plot, 36.5 L,1040 ,Chevella,ResaleNew/Resale,"3,509 / sq ft"
Kosher Proctor I Pvt Ltd,AGENT,3 , 1.09 Cr,1592 ,Kukatpally,Ready to moveConstruction Status,"6,900 / sq ft"
Kosher Proctor I Pvt Ltd,AGENT,2 , 94.11 L,1426 ,Kukatpally,Under ConstructionConstruction Status,"6,600 / sq ft"
seller,OWNER,2 , 39.74 L,1150 ,Pragathi Nagar Kukatpally,Under ConstructionConstruction Status,"3,456 / sq ft"
seller,OWNER,2 , 41.47 L,1200 ,Pragathi Nagar Kukatpally,Under ConstructionConstruction Status,"3,456 / sq ft"
seller,OWNER,2 , 57 L,1250 ,Nadergul,Ready to moveConstruction Status,"4,560 / sq ft"
seller,OWNER,2 , 57 L,1250 ,Nadergul,Ready to moveConstruction Status,"4,560 / sq ft"
seller,OWNER,Residential Plot, 15 L,2700 ,Bhuvanagiri,ResaleNew/Resale,555 / sq ft
seller,OWNER,4 , 76.89 L,2160 ,Patancheru,Ready to moveConstruction Status,"3,560 / sq ft"
seller,OWNER,3 , 42.75 L,1585 ,Kompally,Under ConstructionConstruction Status,"2,697 / sq ft"
seller,OWNER,3 , 42.75 L,1585 ,Kompally,Under ConstructionConstruction Status,"2,697 / sq ft"
seller,OWNER,2 , 36 L,1142 ,Nagaram,Ready to moveConstruction Status,"3,152 / sq ft"
seller,OWNER,3 , 1.16 Cr,2700 ,Bachupally,Under ConstructionConstruction Status,"4,332 / sq ft"
seller,OWNER,Residential Plot, 36 L,2700 ,Bibinagar,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 36 L,2700 ,Bibinagar,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 36 L,2700 ,Bibinagar,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 36 L,2700 ,Bibinagar,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 34 L,1800 ,Ibrahimpatnam,ResaleNew/Resale,"1,888 / sq ft"
seller,OWNER,Residential Plot, 34 L,1800 ,Ibrahimpatnam,ResaleNew/Resale,"1,888 / sq ft"
seller,OWNER,Residential Plot, 34 L,1800 ,Ibrahimpatnam,ResaleNew/Resale,"1,888 / sq ft"
seller,OWNER,Residential Plot, 34 L,1800 ,Ibrahimpatnam,ResaleNew/Resale,"1,888 / sq ft"
seller,OWNER,Residential Plot, 34 L,1800 ,Ibrahimpatnam,ResaleNew/Resale,"1,888 / sq ft"
Kosher Proctor I Pvt Ltd,AGENT,2 , 31.94 L,819 ,Nizampet,Under ConstructionConstruction Status,"3,900 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,3 , 1.65 Cr,2230 ,Kollur,Under ConstructionConstruction Status,"7,399 / sq ft"
seller,OWNER,7 , 1 Cr,2500 ,Balapur,Ready to moveConstruction Status,"4,000 / sq ft"
seller,OWNER,Residential Plot, 24 L,1800 ,Yacharam,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 24 L,1800 ,Yacharam,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,Residential Plot, 24 L,1800 ,Yacharam,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,2 , 66 L,1360 ,Rampally,Ready to moveConstruction Status,"4,852 / sq ft"
seller,OWNER,2 , 44 L,1020 ,Miyapur,Ready to moveConstruction Status,"4,313 / sq ft"
seller,OWNER,3 , 70 L,1580 ,Neknampur,Under ConstructionConstruction Status,"4,430 / sq ft"
seller,OWNER,3 , 70 L,1460 ,Bachupally,Ready to moveConstruction Status,"4,794 / sq ft"
seller,OWNER,3 , 70 L,1460 ,Bachupally,Ready to moveConstruction Status,"4,794 / sq ft"
seller,OWNER,2 , 45 L,1170 ,Nizampet,Ready to moveConstruction Status,"3,846 / sq ft"
seller,OWNER,2 , 45 L,1170 ,Nizampet,Ready to moveConstruction Status,"3,846 / sq ft"
seller,OWNER,2 , 82 L,1156 ,Gachibowli,Ready to moveConstruction Status,"7,093 / sq ft"
seller,OWNER,6 , 1.3 Cr,2400 ,AS Rao Nagar,Ready to moveConstruction Status,"5,416 / sq ft"
seller,OWNER,2 , 44 L,1100 ,Balanagar,Ready to moveConstruction Status,"4,000 / sq ft"
seller,OWNER,3 , 68 L,1300 ,Yousufguda,Ready to moveConstruction Status,"5,230 / sq ft"
Pranay Bandam,AGENT,3 , 48.45 L,1615 ,Balanagar,Under ConstructionConstruction Status,"3,000 / sq ft"
Propladder Hyderabad Branch,AGENT,3 , 1.14 Cr,2120 ,Kokapet,Under ConstructionConstruction Status,Price
Shivasai Builders,AGENT,3 , 42 L,1200 ,Madhapur,Under ConstructionConstruction Status,"3,500 / sq ft"
Shivasai Builders,AGENT,1 , 12.5 L,629 ,Tukkuguda,Under ConstructionConstruction Status,"1,987 / sq ft"
Ajay R Homes,AGENT,3 , 29 L,1300 ,Shamirpet,Under ConstructionConstruction Status,"2,230 / sq ft"
Ajay R Homes,AGENT,2 , 21 L,980 ,Shamirpet,Under ConstructionConstruction Status,"2,142 / sq ft"
RK Properties,AGENT,4 , 2.8 Cr,3431 ,Narsingi,Ready to moveConstruction Status,"8,160 / sq ft"
RK Properties,AGENT,3 , 67.2 L,1600 ,Manchirevula,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 71.4 L,1700 ,Manchirevula,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 84 L,2000 ,Manchirevula,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 92.4 L,2200 ,Hitech City,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.26 Cr,3013 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,2 , 68.92 L,1641 ,Nanakramguda,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 81 L,1800 ,Hitech City,Under ConstructionConstruction Status,"4,500 / sq ft"
RK Properties,AGENT,3 , 92.44 L,2201 ,Nanakramguda,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.09 Cr,2603 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.09 Cr,2608 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.17 Cr,2803 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.17 Cr,2804 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.26 Cr,3015 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 67.2 L,1600 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.08 Cr,2400 ,Hitech City,Under ConstructionConstruction Status,"4,500 / sq ft"
RK Properties,AGENT,3 , 1.68 Cr,4000 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,2 , 54.6 L,1300 ,Hitech City,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 67.2 L,1600 ,Nanakramguda,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,2 , 57.12 L,1360 ,Nanakramguda,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,2 , 57.12 L,1360 ,Hitech City,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.17 Cr,2800 ,Hitech City,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 84 L,2000 ,Hitech City,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 78.12 L,1860 ,Nanakramguda,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.14 Cr,2076 ,Bachupally,Under ConstructionConstruction Status,"5,500 / sq ft"
RK Properties,AGENT,3 , 84 L,2000 ,Kokapet,Under ConstructionConstruction Status,"4,200 / sq ft"
RK Properties,AGENT,3 , 1.56 Cr,2601 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.43 Cr,2400 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.32 Cr,2201 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 2.4 Cr,4001 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.79 Cr,3000 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 2.39 Cr,4000 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 95.98 L,1600 ,Narsingi,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.07 Cr,1800 ,Manchirevula,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.19 Cr,2000 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.43 Cr,2400 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.43 Cr,2400 ,Manchirevula,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 77.98 L,1300 ,Manchirevula,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,4 , 2.39 Cr,4000 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 77.98 L,1300 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.07 Cr,1800 ,Nanakramguda,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,4 , 1.79 Cr,3000 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 80.68 L,1345 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 67.72 L,1129 ,Mokila,Ready to moveConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 59.99 L,1000 ,Taramatipet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.43 Cr,2400 ,Hitech City,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.07 Cr,1800 ,Hitech City,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.67 Cr,2800 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.79 Cr,3000 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.55 Cr,2600 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 59.99 L,1000 ,Taramatipet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,2 , 77.98 L,1300 ,Kokapet,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,3 , 1.19 Cr,2000 ,Manchirevula,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,4 , 1.79 Cr,3000 ,Hitech City,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,4 , 2.33 Cr,3900 ,Manchirevula,Under ConstructionConstruction Status,"5,999 / sq ft"
RK Properties,AGENT,4 , 2.6 Cr,2700 ,Tellapur,Ready to moveConstruction Status,"9,629 / sq ft"
RK Properties,AGENT,2 , 77.98 L,1300 ,Hitech City,Under ConstructionConstruction Status,"5,999 / sq ft"
seller,OWNER,7 , 3.24 Cr,3501 ,Bowenpally,Ready to moveConstruction Status,"9,254 / sq ft"
seller,OWNER,8 , 1.8 Cr,3400 ,Old Bowenpally,Ready to moveConstruction Status,"5,294 / sq ft"
Akshita Infra Projects LlP,AGENT,3 , 64.4 L,1610 ,Alwal,Under ConstructionConstruction Status,"4,000 / sq ft"
seller,OWNER,2 , 74 L,1215 ,Miyapur,Ready to moveConstruction Status,"6,090 / sq ft"
seller,OWNER,3 , 92 L,1525 ,Kondapur,Ready to moveConstruction Status,"6,032 / sq ft"
Sangeeth,AGENT,2 , 33.12 L,1325 ,Hakimpet Hyderabad Karimnagar Highway,Under ConstructionConstruction Status,"2,500 / sq ft"
seller,OWNER,Residential Plot, 35 L,2700 ,Ghatkesar,ResaleNew/Resale,"1,296 / sq ft"
seller,OWNER,2 , 78 L,1620 ,Dammaiguda,Ready to moveConstruction Status,"4,814 / sq ft"
seller,OWNER,2 , 46.44 L,1080 ,Miyapur,Ready to moveConstruction Status,"4,300 / sq ft"
seller,OWNER,3 , 1.5 Cr,1900 ,Bhanur,Under ConstructionConstruction Status,"7,894 / sq ft"
seller,OWNER,2 , 49 L,900 ,Nizampet,Ready to moveConstruction Status,"5,444 / sq ft"
seller,OWNER,3 , 1.45 Cr,2030 ,Ramachandra Puram,Ready to moveConstruction Status,"7,142 / sq ft"
seller,OWNER,3 , 82 L,1500 ,Bandlaguda Jagir,Ready to moveConstruction Status,"5,466 / sq ft"
seller,OWNER,3 , 1.15 Cr,1780 ,Madhapur,Under ConstructionConstruction Status,"6,500 / sq ft"
seller,OWNER,3 , 1.78 Cr,3237 ,Mokila,Under ConstructionConstruction Status,"5,498 / sq ft"
seller,OWNER,4 , 4.6 Cr,3240 ,Kukatpally,Ready to moveConstruction Status,"14,197 / sq ft"
seller,OWNER,Residential Plot, 56 L,1800 ,Patancheru,ResaleNew/Resale,"3,111 / sq ft"
seller,OWNER,2 , 1.4 Cr,1800 ,Alwal,Ready to moveConstruction Status,"7,777 / sq ft"
Ajay,AGENT,3 , 78.5 L,1350 ,Kukatpally,Under ConstructionConstruction Status,"5,814 / sq ft"
Ajay,AGENT,3 , 78 L,1350 ,Kukatpally,Under ConstructionConstruction Status,"5,777 / sq ft"
SMR Estates,AGENT,Residential Plot, 86 L,200 ,Narapally,ResaleNew/Resale,"43,000 / sq ft"
SMR Estates,AGENT,Residential Plot, 99 L,220 ,Narapally,ResaleNew/Resale,"45,000 / sq ft"
SMR Estates,AGENT,Residential Plot, 29.99 L,1800 ,Bhuvanagiri,ResaleNew/Resale,"1,666 / sq ft"
SMR Estates,AGENT,Residential Plot, 30 L,1800 ,Bhuvanagiri,NewNew/Resale,"1,666 / sq ft"
RK Properties,AGENT,Residential Plot, 43.87 L,2925 ,Ghatkesar,ResaleNew/Resale,"1,499 / sq ft"
seller,OWNER,2 , 37 L,1170 ,Kollur,Under ConstructionConstruction Status,"3,162 / sq ft"
seller,OWNER,2 , 24.18 L,1100 ,Shamirpet,Under ConstructionConstruction Status,"2,199 / sq ft"
seller,OWNER,3 , 1.05 Cr,1833 ,Hastinapuram,Under ConstructionConstruction Status,"5,728 / sq ft"
seller,OWNER,1 , 24 L,650 ,Maruthi Nagar,Ready to moveConstruction Status,"3,692 / sq ft"
seller,OWNER,3 , 1.6 Cr,1928 ,Narayanguda,Ready to moveConstruction Status,"8,298 / sq ft"
seller,OWNER,3 , 2 Cr,1800 ,Malakpet,Ready to moveConstruction Status,"11,111 / sq ft"
seller,OWNER,3 , 75 L,1614 ,Sainikpuri,Ready to moveConstruction Status,"4,646 / sq ft"
seller,OWNER,3 , 1.23 Cr,2240 ,Narsingi,Under ConstructionConstruction Status,"5,491 / sq ft"
seller,OWNER,3 , 75 L,3200 ,Chinna Thokatta,Ready to moveConstruction Status,"2,343 / sq ft"
seller,OWNER,3 , 95 L,1450 ,Madhapur,Ready to moveConstruction Status,"6,551 / sq ft"
seller,OWNER,3 , 75 L,1650 ,Nanakramguda,Ready to moveConstruction Status,"4,545 / sq ft"
seller,OWNER,3 , 75 L,1230 ,Attapur,Ready to moveConstruction Status,"6,097 / sq ft"
seller,OWNER,3 , 1.02 Cr,1635 ,Attapur,Ready to moveConstruction Status,"6,244 / sq ft"
seller,OWNER,4 , 1.4 Cr,1425 ,AS Rao Nagar,Ready to moveConstruction Status,"9,824 / sq ft"
seller,OWNER,3 , 54 L,1670 ,Kothapet,Under ConstructionConstruction Status,"3,233 / sq ft"
seller,OWNER,2 , 24.84 L,1080 ,Medchal,Under ConstructionConstruction Status,"2,300 / sq ft"
seller,OWNER,Residential Plot, 21.15 L,1500 ,Bhuvanagiri,ResaleNew/Resale,"1,410 / sq ft"
seller,OWNER,2 , 58 L,1355 ,Bowenpally,Ready to moveConstruction Status,"4,280 / sq ft"
seller,OWNER,4 , 1.4 Cr,2200 ,Quthbullapur,Ready to moveConstruction Status,"6,363 / sq ft"
seller,OWNER,2 , 1.25 Cr,3000 ,Bolarum,Under ConstructionConstruction Status,"4,166 / sq ft"
seller,OWNER,5 , 1.25 Cr,3000 ,Mallampet,Under ConstructionConstruction Status,"4,166 / sq ft"
seller,OWNER,2 , 67 L,1040 ,Nallagandla Gachibowli,Ready to moveConstruction Status,"6,442 / sq ft"
seller,OWNER,Residential Plot, 88 L,2000 ,Cherlapalli,ResaleNew/Resale,"4,400 / sq ft"
seller,OWNER,Residential Plot, 19.46 L,1485 ,Toopra Khurd,ResaleNew/Resale,"1,311 / sq ft"
seller,OWNER,2 , 25 L,1000 ,Gajularamaram,Ready to moveConstruction Status,"2,500 / sq ft"
seller,OWNER,2 , 25 L,1000 ,Gajularamaram,Ready to moveConstruction Status,"2,500 / sq ft"
seller,OWNER,3 , 55 L,1400 ,Pragathi Nagar Kukatpally,Ready to moveConstruction Status,"3,928 / sq ft"
seller,OWNER,2 , 67 L,1255 ,Chanakyapuri,Ready to moveConstruction Status,"5,338 / sq ft"
seller,OWNER,4 , 8 Cr,5500 ,Gandipet,Ready to moveConstruction Status,"14,545 / sq ft"
seller,OWNER,2 , 38 L,755 ,LB Nagar,Ready to moveConstruction Status,"5,033 / sq ft"
seller,OWNER,3 , 1.17 Cr,1956 ,Kukatpally,Ready to moveConstruction Status,"5,981 / sq ft"
seller,OWNER,Residential Plot, 3.78 Cr,15120 ,Bonthapalle,ResaleNew/Resale,"2,500 / sq ft"
seller,OWNER,Residential Plot, 46 L,9009 ,Mallapur,ResaleNew/Resale,510 / sq ft
seller,OWNER,3 , 95 L,1500 ,Hafeezpet,Under ConstructionConstruction Status,"6,333 / sq ft"
seller,OWNER,4 , 1.1 Cr,1805 ,Toli Chowki,Ready to moveConstruction Status,"6,094 / sq ft"
seller,OWNER,2 , 52 L,1100 ,Pragathi Nagar Kukatpally,Ready to moveConstruction Status,"4,727 / sq ft"
seller,OWNER,Residential Plot, 24 L,1800 ,Ramdas Pally,ResaleNew/Resale,"1,333 / sq ft"
seller,OWNER,2 , 61.75 L,1235 ,Suchitra,Under ConstructionConstruction Status,"5,000 / sq ft"
seller,OWNER,3 , 1.38 Cr,2300 ,Sainikpuri,Ready to moveConstruction Status,"6,000 / sq ft"
seller,OWNER,3 , 43.8 L,1460 ,Patancheru,Under ConstructionConstruction Status,"3,000 / sq ft"
seller,OWNER,3 , 77.75 L,1555 ,Suchitra,Under ConstructionConstruction Status,"5,000 / sq ft"
seller,OWNER,2 , 36 L,862 ,Kukatpally,Ready to moveConstruction Status,"4,176 / sq ft"
seller,OWNER,4 , 74 L,1060 ,Himayat Nagar,Ready to moveConstruction Status,"6,981 / sq ft"
seller,OWNER,2 , 44.48 L,1025 ,Maheshwaram,Under ConstructionConstruction Status,"4,340 / sq ft"
seller,OWNER,2 , 95 L,1440 ,Moti Nagar,Ready to moveConstruction Status,"6,597 / sq ft"
seller,OWNER,3 , 95 L,850 ,Borabanda,Ready to moveConstruction Status,"11,176 / sq ft"
seller,OWNER,2 , 95 L,1440 ,Borabanda,Ready to moveConstruction Status,"6,597 / sq ft"
seller,OWNER,2 , 63 L,1050 ,Badangpet,Ready to moveConstruction Status,"6,000 / sq ft"
seller,OWNER,4 , 3.16 Cr,4225 ,Tellapur,Ready to moveConstruction Status,"7,500 / sq ft"
seller,OWNER,5 , 6 Cr,6500 ,Mokila,Ready to moveConstruction Status,"9,230 / sq ft"
seller,OWNER,3 , 71 L,1604 ,AS Rao Nagar,Ready to moveConstruction Status,"4,426 / sq ft"
seller,OWNER,3 , 35 L,1000 ,Boiguda,Ready to moveConstruction Status,"3,500 / sq ft"
seller,OWNER,4 , 62.5 L,1101 ,Miyapur,Ready to moveConstruction Status,"5,676 / sq ft"
seller,OWNER,3 , 1.33 Cr,1535 ,Kokapet,Ready to moveConstruction Status,"8,664 / sq ft"
seller,OWNER,4 , 5.5 Cr,4750 ,Mokila,Ready to moveConstruction Status,"11,578 / sq ft"
seller,OWNER,3 , 67.5 L,1047 ,Rajendra Nagar,Ready to moveConstruction Status,"6,447 / sq ft"
seller,OWNER,2 , 77.5 L,1000 ,Kukatpally,Ready to moveConstruction Status,"7,750 / sq ft"
seller,OWNER,5 , 1.2 Cr,2500 ,Bhuvanagiri,Under ConstructionConstruction Status,"4,800 / sq ft"
seller,OWNER,Residential Plot, 11.25 L,1800 ,Sadashivpet,ResaleNew/Resale,625 / sq ft
seller,OWNER,2 , 33 L,1000 ,Shamirpet,Ready to moveConstruction Status,"3,300 / sq ft"
seller,OWNER,3 , 1.15 Cr,2008 ,Patancheru,Under ConstructionConstruction Status,"5,750 / sq ft"
seller,OWNER,2 , 30 L,1098 ,Nizampet,Ready to moveConstruction Status,"2,732 / sq ft"
seller,OWNER,4 , 3.1 Cr,2957 ,Banjara Hills,Ready to moveConstruction Status,"10,483 / sq ft"
seller,OWNER,2 , 72 L,1225 ,Madhapur,Ready to moveConstruction Status,"5,877 / sq ft"
seller,OWNER,4 , 2 Cr,3351 ,Shamshabad,Under ConstructionConstruction Status,"5,968 / sq ft"
seller,OWNER,Residential Plot, 18.69 L,2403 ,Kadthal,ResaleNew/Resale,777 / sq ft
